"trip_number","carrier","origin","destination","weeknumber","distance","cost","dispatch","arrival","equipment","cpm"
"3009624","MUSA LOGISTICS INC","EWR","ONT","23","2712","4068","20240608 103000.000","20240610 181857.000","LTL- 1way","1.5"
"3009623","MUSA LOGISTICS INC","CLE-PITD","SFO","23","2453","4047.45","20240608 100000.000","20240610 111603.000","LTL- 1way","1.65"
"3009588","MUSA LOGISTICS INC","ONT","EWR","23","2712","6508.8","20240608 123200.000","20240611 004606.000","LTL- 1way","2.4"
"3009457","MUSA LOGISTICS INC","DAL","SFO","23","1692","3130.2","20240607 024548.000","20240608 202510.000","LTL- 1way","1.85"
"3009298","MUSA LOGISTICS INC","ONT","EWR","23","2712","6508.8","20240607 112011.000","20240610 021616.000","LTL- 1way","2.4"
"3009219","MUSA LOGISTICS INC","DAL","SFO","23","1692","3130.2","20240608 182726.000","20240610 022722.000","LTL- 1way","1.85"
"3009212","MUSA LOGISTICS INC","LAX","DAL","23","1350","4144.5","20240605 233028.000","20240607 002933.000","LTL- 1way","3.07"
"3009140","MUSA LOGISTICS INC","EWR","SLC-DLDS","23","2155","3771.25","20240608 093000.000","20240610 000029.000","LTL- 1way","1.75"
"3009049","MUSA LOGISTICS INC","DAL","SFO","23","1692","3130.2","20240605 104607.000","20240606 234053.000","LTL- 1way","1.85"
"3008995","MUSA LOGISTICS INC","WSH-PITD","ONT","23","2348","3874.2","20240605 060000.000","20240607 030604.000","LTL- 1way","1.65"
"3008974","MUSA LOGISTICS INC","LAX","DAL","23","1350","4144.5","20240604 234059.000","20240606 083129.000","LTL- 1way","3.07"
"3008859","MUSA LOGISTICS INC","WSH-PITD","SFO","23","2559","4222.35","20240605 143000.000","20240607 180958.000","LTL- 1way","1.65"
"3008857","MUSA LOGISTICS INC","ATB-SEFL","ONT","23","2097","3145.5","20240604 220000.000","20240606 124401.000","LTL- 1way","1.5"
"3008847","MUSA LOGISTICS INC","LAX","DAL","23","1350","4144.5","20240603 231407.000","20240605 100734.000","LTL- 1way","3.07"
"3008650","MUSA LOGISTICS INC","LAX","IND-DAFG","22","2072","4972.8","20240602 021800.000","20240604 060639.000","LTL- 1way","2.4"
"3008620","MUSA LOGISTICS INC","ONT","EWR","22","2712","6508.8","20240601 134000.000","20240603 231950.000","LTL- 1way","2.4"
"3008606","MUSA LOGISTICS INC","WSH-PITD","LAX","23","2389","3941.85","20240603 093200.000","20240605 132441.000","LTL- 1way","1.65"
"3008603","MUSA LOGISTICS INC","DAL","ONT","22","1304","2086.4","20240601 180559.000","20240603 132147.000","LTL- 1way","1.6"
"3008585","MUSA LOGISTICS INC","EWR","SFO","22","2903","4354.5","20240601 050000.000","20240604 140544.000","LTL- 1way","1.5"
"3008579","MUSA LOGISTICS INC","ATB-SEFL","SFO","22","2438","4022.7","20240601 140000.000","20240603 165812.000","LTL- 1way","1.65"
"3008437","MUSA LOGISTICS INC","ATB-SEFL","LAX","22","2143","3214.5","20240601 075000.000","20240603 022258.000","LTL- 1way","1.5"
"3008155","MUSA LOGISTICS INC","EWR","SLC-DLDS","22","2155","3771.25","20240601 050000.000","20240603 050054.000","LTL- 1way","1.75"
"3010190","MURILLO LOGISTIC INC","DAL","IND-PITD","24","881","1629.85","20240612 212201.000","20240613 213826.000","LTL-Fleet","1.85"
"3010015","MURILLO LOGISTIC INC","ONT","DAL","24","1304","1825.6","20240612 005911.000","20240613 011047.000","LTL-Fleet","1.4"
"3009995","MURILLO LOGISTIC INC","IND-PITD","DAL","24","881","1629.85","20240612 111500.000","20240613 040132.000","LTL-Fleet","1.85"
"3009804","MURILLO LOGISTIC INC","DAL","IND-PITD","24","881","1629.85","20240610 222500.000","20240611 144835.000","LTL-Fleet","1.85"
"3009802","MURILLO LOGISTIC INC","DAL","ONT","24","1304","1825.6","20240611 022400.000","20240611 223408.000","LTL-Fleet","1.4"
"3009369","MURILLO LOGISTIC INC","IND-PITD","DAL","23","881","1629.85","20240607 100726.000","20240609 123604.000","LTL-Fleet","1.85"
"3009313","MURILLO LOGISTIC INC","ONT","DAL","23","1304","1825.6","20240607 003029.000","20240609 123438.000","LTL-Fleet","1.4"
"3009151","MURILLO LOGISTIC INC","DAL","IND-PITD","23","881","1629.85","20240605 232400.000","20240606 164136.000","LTL-Fleet","1.85"
"3009149","MURILLO LOGISTIC INC","DAL","ONT","23","1304","1825.6","20240606 012800.000","20240606 222901.000","LTL-Fleet","1.4"
"3009005","MURILLO LOGISTIC INC","ONT","DAL","23","1304","1825.6","20240604 220053.000","20240606 001100.000","LTL-Fleet","1.4"
"3008965","MURILLO LOGISTIC INC","IND-PITD","DAL","23","881","1629.85","20240605 101000.000","20240606 013000.000","LTL-Fleet","1.85"
"3008908","MURILLO LOGISTIC INC","IND-PITD","HTX","23","978","1809.3","20240604 153600.000","20240605 100635.000","LTL-Fleet","1.85"
"3008906","MURILLO LOGISTIC INC","DAL","IND-PITD","23","881","1629.85","20240603 225500.000","20240604 145000.000","LTL-Fleet","1.85"
"3008842","MURILLO LOGISTIC INC","DAL","IND-PITD","23","881","1629.85","20240603 214500.000","20240604 122546.000","LTL-Fleet","1.85"
"3008839","MURILLO LOGISTIC INC","DAL","ONT","23","1304","1825.6","20240603 231600.000","20240604 212751.000","LTL-Fleet","1.4"
"3010113","MEDALLION TRANSPORT & LOGISTICS LLC","ONT","SAT","24","1274","3286.92","20240612 011721.000","20240613 034914.000","LTL- 1way","2.58"
"3009819","MEDALLION TRANSPORT & LOGISTICS LLC","ONT","HTX","24","1453","3458.14","20240611 010640.000","20240612 094057.000","LTL- 1way","2.38"
"3009763","MEDALLION TRANSPORT & LOGISTICS LLC","EWR","DAL","24","1525","3583.75","20240610 232800.000","20240612 042914.000","LTL- 1way","2.35"
"3009593","MEDALLION TRANSPORT & LOGISTICS LLC","ONT","DAL","23","1304","3846.8","20240608 080935.000","20240610 042835.000","LTL- 1way","2.95"
"3009016","MEDALLION TRANSPORT & LOGISTICS LLC","ONT","SAT","23","1274","3286.92","20240605 033100.000","20240606 131216.000","LTL- 1way","2.58"
"3008798","MEDALLION TRANSPORT & LOGISTICS LLC","ONT","HTX","23","1453","3458.14","20240604 005919.000","20240605 084127.000","LTL- 1way","2.38"
"3008747","MEDALLION TRANSPORT & LOGISTICS LLC","EWR","DAL","23","1525","3583.75","20240603 235700.000","20240605 110949.000","LTL- 1way","2.35"
"3008644","MEDALLION TRANSPORT & LOGISTICS LLC","ONT","MDW-CXIT","22","1962","4610.7","20240601 094327.000","20240603 130333.000","LTL- 1way","2.35"
"3008485","MEDALLION TRANSPORT & LOGISTICS LLC","ONT","LRD","22","1320","3432","20240601 094408.000","20240603 035000.000","LTL- 1way","2.6"
"3010169","MARSA TRANSPORTATION INC","DAL","ATM","24","795","1470.75","20240613 074737.000","20240614 002238.000","LTL-Fleet","1.85"
"3010005","MARSA TRANSPORTATION INC","DAL","IND-PITD","24","881","1629.85","20240611 222100.000","20240612 144900.000","LTL-Fleet","1.85"
"3009987","MARSA TRANSPORTATION INC","ATM","DAL","24","795","1470.75","20240612 012500.000","20240612 140030.000","LTL-Fleet","1.85"
"3009841","MARSA TRANSPORTATION INC","OSH","ONT","24","2021","3071.92","20240611 111600.000","20240613 024306.000","LTL-Fleet","1.52"
"3009795","MARSA TRANSPORTATION INC","LAX","EWR","24","2753","3854.2","20240610 234500.000","20240613 015439.000","LTL-Fleet","1.4"
"3009675","MARSA TRANSPORTATION INC","DAL","ATM","24","795","1470.75","20240611 045724.000","20240612 005622.000","LTL-Fleet","1.85"
"3009604","MARSA TRANSPORTATION INC","ONT","YRK-PYLE","23","2740","3836","20240608 104747.000","20240610 125948.000","LTL-Fleet","1.4"
"3009603","MARSA TRANSPORTATION INC","ONT","BWI","23","2729","3820.6","20240608 091231.000","20240610 190510.000","LTL-Fleet","1.4"
"3009572","MARSA TRANSPORTATION INC","IND-PITD","DAL","23","881","1629.85","20240608 104500.000","20240610 052721.000","LTL-Fleet","1.85"
"3009555","MARSA TRANSPORTATION INC","ATM","DAL","23","795","1470.75","20240609 053304.000","20240609 215717.000","LTL-Fleet","1.85"
"3009546","MARSA TRANSPORTATION INC","BOS","ONT","23","2942","4118.8","20240608 124000.000","20240610 151038.000","LTL-Fleet","1.4"
"3009515","MARSA TRANSPORTATION INC","ONT","OSH","23","2021","3071.92","20240608 152000.000","20240610 151424.000","LTL-Fleet","1.52"
"3009412","MARSA TRANSPORTATION INC","IND-DAFG","LAX","23","2072","3149.44","20240608 201700.000","20240610 100422.000","LTL-Fleet","1.52"
"3009388","MARSA TRANSPORTATION INC","DAL","IND-PITD","23","881","1629.85","20240607 060507.000","20240607 234408.000","LTL-Fleet","1.85"
"3009364","MARSA TRANSPORTATION INC","ATM","DAL","23","795","1470.75","20240607 025200.000","20240607 150823.000","LTL-Fleet","1.85"
"3009197","MARSA TRANSPORTATION INC","ONT","DTW-DAFG","23","2239","3313.72","20240606 083000.000","20240608 084509.000","LTL-Fleet","1.48"
"3009173","MARSA TRANSPORTATION INC","IND-PITD","DAL","23","881","1629.85","20240606 080436.000","20240607 053920.000","LTL-Fleet","1.85"
"3009142","MARSA TRANSPORTATION INC","DAL","ATM","23","795","1470.75","20240606 014300.000","20240607 004428.000","LTL-Fleet","1.85"
"3009134","MARSA TRANSPORTATION INC","EWR","LAX","23","2753","3854.2","20240606 062500.000","20240608 082900.000","LTL-Fleet","1.4"
"3009108","MARSA TRANSPORTATION INC","ONT","BOS","23","2942","4118.8","20240606 012500.000","20240608 113922.000","LTL-Fleet","1.4"
"3008991","MARSA TRANSPORTATION INC","DAL","IND-PITD","23","881","1629.85","20240604 205700.000","20240605 152207.000","LTL-Fleet","1.85"
"3008958","MARSA TRANSPORTATION INC","ATM","DAL","23","795","1470.75","20240605 050000.000","20240605 204733.000","LTL-Fleet","1.85"
"3008848","MARSA TRANSPORTATION INC","LAX","EWR","23","2753","3854.2","20240603 232905.000","20240606 054652.000","LTL-Fleet","1.4"
"3008841","MARSA TRANSPORTATION INC","DAL","ATM","23","795","1470.75","20240604 121822.000","20240605 055537.000","LTL-Fleet","1.85"
"3008813","MARSA TRANSPORTATION INC","OSH","ONT","23","2021","3071.92","20240604 115500.000","20240606 075343.000","LTL-Fleet","1.52"
"3008759","MARSA TRANSPORTATION INC","WSH-PITD","ONT","23","2348","3287.2","20240604 084600.000","20240606 004735.000","LTL-Fleet","1.4"
"3008752","MARSA TRANSPORTATION INC","EWR","LAX","23","2753","3854.2","20240604 010400.000","20240605 223547.000","LTL-Fleet","1.4"
"3008568","MARSA TRANSPORTATION INC","ONT","YRK-PYLE","22","2573","3602.2","20240601 100059.000","20240603 114223.000","LTL-Fleet","1.4"
"3008566","MARSA TRANSPORTATION INC","ONT","WSH-PITD","22","2348","3287.2","20240601 104822.000","20240603 092539.000","LTL-Fleet","1.4"
"3008541","MARSA TRANSPORTATION INC","IND-PITD","DAL","22","881","1629.85","20240601 115341.000","20240602 134749.000","LTL-Fleet","1.85"
"3008521","MARSA TRANSPORTATION INC","ATM","DAL","22","795","1470.75","20240602 060921.000","20240602 201616.000","LTL-Fleet","1.85"
"3008510","MARSA TRANSPORTATION INC","DAL","ATM","22","795","1470.75","20240601 165800.000","20240602 104532.000","LTL-Fleet","1.85"
"3008492","MARSA TRANSPORTATION INC","ONT","OSH","22","2021","3071.92","20240601 095212.000","20240603 124115.000","LTL-Fleet","1.52"
"3008415","MARSA TRANSPORTATION INC","BOS","ONT","22","2942","4118.8","20240601 154100.000","20240603 172336.000","LTL-Fleet","1.4"
"3009836","MANU TANU TRUCKING","WSH-PITD","ONT","24","2348","3287.2","20240611 090000.000","20240613 041552.000","LTL-Fleet","1.4"
"3009516","MANU TANU TRUCKING","ONT","WSH-PITD","23","2348","3287.2","20240608 123300.000","20240610 174002.000","LTL-Fleet","1.4"
"3008760","MANU TANU TRUCKING","WSH-PITD","LAX","23","2389","3344.6","20240604 090300.000","20240606 122549.000","LTL-Fleet","1.4"
"3008567","MANU TANU TRUCKING","ONT","WSH-PITD","22","2348","3287.2","20240601 103741.000","20240603 145853.000","LTL-Fleet","1.4"
"3009550","MAJESLY EXPRESS TRANSPORT INC","WSH-PITD","ONT","23","2348","3287.2","20240608 105300.000","20240610 123147.000","LTL-Fleet","1.4"
"3009357","MAJESLY EXPRESS TRANSPORT INC","WSH-PITD","ONT","23","2348","3287.2","20240607 153000.000","20240609 045512.000","LTL-Fleet","1.4"
"3009208","MAJESLY EXPRESS TRANSPORT INC","ONT","YRK-PYLE","23","2573","3602.2","20240606 010248.000","20240608 051357.000","LTL-Fleet","1.4"
"3009009","MAJESLY EXPRESS TRANSPORT INC","ONT","EWR","23","2712","3796.8","20240605 020228.000","20240607 074707.000","LTL-Fleet","1.4"
"3008507","MAJESLY EXPRESS TRANSPORT INC","WSH-PITD","ONT","22","2348","3287.2","20240601 122400.000","20240603 055911.000","LTL-Fleet","1.4"
"3010136","MAESTRO CONVOY TRANSPORT INC","ONT","PDZ-DLDS","24","1004","1807.2","20240612 225515.000","20240613 185138.000","LTL-Fleet","1.8"
"3010135","MAESTRO CONVOY TRANSPORT INC","ONT","PDZ-DLDS","24","1004","1807.2","20240613 013500.000","20240613 193439.000","LTL-Fleet","1.8"
"3009969","MAESTRO CONVOY TRANSPORT INC","ONT","SEA-DLDS","24","1166","2098.8","20240611 224308.000","20240612 215012.000","LTL-Fleet","1.8"
"3009731","MAESTRO CONVOY TRANSPORT INC","ONT","PDZ-DLDS","24","1004","1807.2","20240610 234603.000","20240611 185730.000","LTL-Fleet","1.8"
"3009730","MAESTRO CONVOY TRANSPORT INC","ONT","PDZ-DLDS","24","1004","1807.2","20240610 233048.000","20240611 193001.000","LTL-Fleet","1.8"
"3009508","MAESTRO CONVOY TRANSPORT INC","ONT","SEA-DLDS","23","1166","2098.8","20240607 171853.000","20240608 202550.000","LTL-Fleet","1.8"
"3009403","MAESTRO CONVOY TRANSPORT INC","ONT","PDZ-DLDS","23","1004","1807.2","20240606 223104.000","20240607 183746.000","LTL-Fleet","1.8"
"3009123","MAESTRO CONVOY TRANSPORT INC","ONT","PDZ-DLDS","23","1004","1807.2","20240605 121905.000","20240606 190717.000","LTL-Fleet","1.8"
"3009122","MAESTRO CONVOY TRANSPORT INC","ONT","PDZ-DLDS","23","1004","1807.2","20240605 223022.000","20240606 183222.000","LTL-Fleet","1.8"
"3009014","MAESTRO CONVOY TRANSPORT INC","ONT","PDZ-DLDS","23","1004","1807.2","20240604 231757.000","20240605 183920.000","LTL-Fleet","1.8"
"3008726","MAESTRO CONVOY TRANSPORT INC","ONT","PDZ-DLDS","23","1004","1807.2","20240603 223837.000","20240604 163739.000","LTL-Fleet","1.8"
"3008725","MAESTRO CONVOY TRANSPORT INC","ONT","PDZ-DLDS","23","1004","1807.2","20240604 004009.000","20240604 193829.000","LTL-Fleet","1.8"
"3008637","MAESTRO CONVOY TRANSPORT INC","ONT","PDZ-DLDS","22","1004","1807.2","20240601 032814.000","20240601 211258.000","LTL-Fleet","1.8"
"3009542","LH LOGISTICS","EWR","ONT","23","2712","3796.8","20240608 052022.000","20240610 021030.000","LTL-Fleet","1.4"
"3009257","LH LOGISTICS","LAX","IND-DAFG","23","2072","3149.44","20240608 143900.000","20240610 080007.000","LTL-Fleet","1.52"
"3009107","LH LOGISTICS","ONT","EWR","23","2712","3796.8","20240606 010850.000","20240608 044520.000","LTL-Fleet","1.4"
"3008578","LH LOGISTICS","EWR","PHX-ACDO","22","2394","3351.6","20240601 083900.000","20240603 013923.000","LTL-Fleet","1.4"
"3009565","LEBONMEX INC","ATM","ONT","23","2097","2935.8","20240607 232414.000","20240609 054925.000","LTL-Fleet","1.4"
"3009193","LEBONMEX INC","ONT","ATM","23","2097","2935.8","20240606 013000.000","20240608 181607.000","LTL-Fleet","1.4"
"3008522","LEBONMEX INC","ATM","ONT","22","2097","2935.8","20240601 015010.000","20240602 075443.000","LTL-Fleet","1.4"
"3009648","KLF GROUP INC","SFO","EWR","23","2903","6967.2","20240608 022500.000","20240610 144524.000","LTL- 1way","2.4"
"3009231","KLF GROUP INC","SFO","OSH","23","2147","4251.06","20240608 020400.000","20240610 042311.000","LTL- 1way","1.98"
"3008409","KLF GROUP INC","SFO","OSH","22","2147","4251.06","20240601 021400.000","20240603 041009.000","LTL- 1way","1.98"
"3010051","JJM TRUCK INC","HTX","ONT","24","1453","2034.2","20240612 005900.000","20240612 234306.000","LTL-Fleet","1.4"
"3010016","JJM TRUCK INC","ONT","DAL","24","1304","1825.6","20240612 111436.000","20240613 043320.000","LTL-Fleet","1.4"
"3009806","JJM TRUCK INC","DAL","LAX","24","1350","1890","20240611 001100.000","20240611 230950.000","LTL-Fleet","1.4"
"3009199","JJM TRUCK INC","ONT","HTX","23","1453","2034.2","20240606 013026.000","20240607 043700.000","LTL-Fleet","1.4"
"3009028","JJM TRUCK INC","HTX","ONT","23","1453","2034.2","20240604 224600.000","20240605 212524.000","LTL-Fleet","1.4"
"3008553","JJM TRUCK INC","ONT","HTX","22","1453","2034.2","20240601 094902.000","20240602 123700.000","LTL-Fleet","1.4"
"3009860","JATT AIRWAYS TRANSPORT INC","LAX","OSH","24","2062","4227.1","20240611 002800.000","20240612 230116.000","LTL- 1way","2.05"
"3009634","JATT AIRWAYS TRANSPORT INC","ONT","SAT","23","1274","2828.28","20240608 073720.000","20240609 212604.000","LTL- 1way","2.22"
"3009509","JATT AIRWAYS TRANSPORT INC","ONT","WCH-PYLE","23","2631","6314.4","20240607 084249.000","20240610 100510.000","LTL- 1way","2.4"
"3009507","JATT AIRWAYS TRANSPORT INC","LAX","EWR","23","2753","6442.02","20240607 162500.000","20240610 144232.000","LTL- 1way","2.34"
"3009505","JATT AIRWAYS TRANSPORT INC","ONT","HTX","23","1453","3632.5","20240607 055232.000","20240608 162000.000","LTL- 1way","2.5"
"3009455","JATT AIRWAYS TRANSPORT INC","ONT","SYR-PYLE","23","2625","6483.75","20240608 072308.000","20240610 211940.000","LTL- 1way","2.47"
"3009300","JATT AIRWAYS TRANSPORT INC","LAX","NAS","23","2198","5275.2","20240608 071400.000","20240609 202837.000","LTL- 1way","2.4"
"3009260","JATT AIRWAYS TRANSPORT INC","DAL","ONT","23","1304","2608","20240606 085030.000","20240607 150618.000","LTL- 1way","2"
"3009104","JATT AIRWAYS TRANSPORT INC","ONT","CHT","23","2369","5590.84","20240605 011002.000","20240606 211832.000","LTL- 1way","2.36"
"3009098","JATT AIRWAYS TRANSPORT INC","ONT","DAL","23","1304","3325.2","20240605 003458.000","20240606 081329.000","LTL- 1way","2.55"
"3009032","JATT AIRWAYS TRANSPORT INC","OSH","ONT","23","2021","4042","20240605 105000.000","20240607 101539.000","LTL- 1way","2"
"3008301","JATT AIRWAYS TRANSPORT INC","LAX","LIT-DHRN","22","1873","4495.2","20240601 001500.000","20240602 224255.000","LTL- 1way","2.4"
"3009767","JAMA TRANSPORT, INC","EWR","ONT","24","2712","3796.8","20240610 224800.000","20240612 181513.000","LTL-Fleet","1.4"
"3009608","JAMA TRANSPORT, INC","OSH","ONT","23","2021","3071.92","20240608 012800.000","20240609 113433.000","LTL-Fleet","1.52"
"3009591","JAMA TRANSPORT, INC","ONT","HVN","23","2781","3893.4","20240608 092915.000","20240610 130455.000","LTL-Fleet","1.4"
"3009551","JAMA TRANSPORT, INC","WSH-PITD","SFO","23","2559","3582.6","20240608 111200.000","20240610 040933.000","LTL-Fleet","1.4"
"3009481","JAMA TRANSPORT, INC","OSH","SFO","23","2147","3005.8","20240608 152700.000","20240610 042238.000","LTL-Fleet","1.4"
"3009402","JAMA TRANSPORT, INC","ONT","OSH","23","2021","3071.92","20240607 010349.000","20240608 144524.000","LTL-Fleet","1.52"
"3009205","JAMA TRANSPORT, INC","ONT","OSH","23","2021","3071.92","20240605 234848.000","20240607 151850.000","LTL-Fleet","1.52"
"3009091","JAMA TRANSPORT, INC","ONT","WCH-PYLE","23","2631","3683.4","20240605 230522.000","20240608 043244.000","LTL-Fleet","1.4"
"3008750","JAMA TRANSPORT, INC","EWR","ONT","23","2712","3796.8","20240604 001400.000","20240605 192516.000","LTL-Fleet","1.4"
"3008657","JAMA TRANSPORT, INC","ONT","PDZ-DLDS","22","1004","1807.2","20240602 210000.000","20240603 185954.000","LTL-Fleet","1.8"
"3008587","JAMA TRANSPORT, INC","OSH","ONT","22","2021","3071.92","20240601 013400.000","20240602 203355.000","LTL-Fleet","1.52"
"3008395","JAMA TRANSPORT, INC","WSH-PITD","ONT","22","2348","3287.2","20240601 094800.000","20240603 015927.000","LTL-Fleet","1.4"
"3008216","JAMA TRANSPORT, INC","ONT","HVN","22","2781","3893.4","20240601 093534.000","20240603 134736.000","LTL-Fleet","1.4"
"3008210","JAMA TRANSPORT, INC","OSH","SFO","22","2147","3005.8","20240601 150300.000","20240603 023018.000","LTL-Fleet","1.4"
"3010220","J2L EXPRESS LLC","MIS","EWR","24","1242","1825.74","20240613 014552.000","20240614 011549.000","LTL-Fleet","1.47"
"3010172","J2L EXPRESS LLC","EWR","ATM","24","811","1589.56","20240613 031000.000","20240614 002218.000","LTL-Fleet","1.96"
"3010055","J2L EXPRESS LLC","EWR","JAX","24","904","1346.96","20240612 005800.000","20240612 181159.000","LTL-Fleet","1.49"
"3009989","J2L EXPRESS LLC","ATM","EWR","24","811","1589.56","20240612 042300.000","20240613 022019.000","LTL-Fleet","1.96"
"3009761","J2L EXPRESS LLC","EWR","ATM","24","811","1589.56","20240611 130043.000","20240612 063241.000","LTL-Fleet","1.96"
"3009562","J2L EXPRESS LLC","MIS","EWR","23","1242","1825.74","20240608 033600.000","20240609 194153.000","LTL-Fleet","1.47"
"3009552","J2L EXPRESS LLC","EWR","CHT","23","580","1136.8","20240608 071052.000","20240608 184021.000","LTL-Fleet","1.96"
"3009519","J2L EXPRESS LLC","ONT","EWR","23","2712","3986.64","20240608 004117.000","20240610 150902.000","LTL-Fleet","1.47"
"3009373","J2L EXPRESS LLC","ATM","ORH-RXIC","23","993","1946.28","20240608 235800.000","20240609 192657.000","LTL-Fleet","1.96"
"3009363","J2L EXPRESS LLC","ATM","EWR","23","811","1589.56","20240607 011708.000","20240607 201100.000","LTL-Fleet","1.96"
"3009340","J2L EXPRESS LLC","EWR","JAX","23","904","1346.96","20240607 003320.000","20240607 181016.000","LTL-Fleet","1.49"
"3009176","J2L EXPRESS LLC","ATM","EWR","23","811","1589.56","20240606 005235.000","20240606 181916.000","LTL-Fleet","1.96"
"3009131","J2L EXPRESS LLC","EWR","ATM","23","811","1589.56","20240606 015200.000","20240607 004507.000","LTL-Fleet","1.96"
"3008960","J2L EXPRESS LLC","ATM","EWR","23","811","1589.56","20240605 043600.000","20240605 220617.000","LTL-Fleet","1.96"
"3008951","J2L EXPRESS LLC","EWR","JAX","23","904","1346.96","20240605 011000.000","20240605 150417.000","LTL-Fleet","1.49"
"3008754","J2L EXPRESS LLC","EWR","PHX-DDPP","23","2394","3519.18","20240605 112132.000","20240607 045845.000","LTL-Fleet","1.47"
"3008745","J2L EXPRESS LLC","EWR","ATM","23","811","1589.56","20240604 000645.000","20240605 041308.000","LTL-Fleet","1.96"
"3008544","J2L EXPRESS LLC","ONT","EWR","22","2712","3986.64","20240601 025331.000","20240603 042024.000","LTL-Fleet","1.47"
"3008529","J2L EXPRESS LLC","MIS","EWR","22","1242","1825.74","20240601 020200.000","20240602 165012.000","LTL-Fleet","1.47"
"3008499","J2L EXPRESS LLC","EWR","CHT","22","580","1136.8","20240601 085400.000","20240601 211020.000","LTL-Fleet","1.96"
"3008355","J2L EXPRESS LLC","ATM","ORH-RXIC","22","993","1946.28","20240602 020700.000","20240603 014144.000","LTL-Fleet","1.96"
"3010049","ITS LOGISTICS, LLC","HTX","IND-PITD","24","978","2053.8","20240612 001100.000","20240612 205806.000","LTL- 1way","2.1"
"3010004","ITS LOGISTICS, LLC","DAL","IND-PITD","24","881","1850.1","20240612 075541.000","20240613 023826.000","LTL- 1way","2.1"
"3009797","ITS LOGISTICS, LLC","SFO","DAL","24","1692","3587.04","20240610 230000.000","20240612 153042.000","LTL- 1way","2.12"
"3009616","ITS LOGISTICS, LLC","HTX","IND-PITD","23","978","2053.8","20240608 014000.000","20240608 203355.000","LTL- 1way","2.1"
"3009576","ITS LOGISTICS, LLC","DAL","IND-PITD","23","881","1850.1","20240607 222400.000","20240608 150032.000","LTL- 1way","2.1"
"3009575","ITS LOGISTICS, LLC","DAL","IND-PITD","23","881","1850.1","20240608 164032.000","20240609 122711.000","LTL- 1way","2.1"
"3009506","ITS LOGISTICS, LLC","DAL","MIS","23","1304","3390.4","20240608 162036.000","20240609 171719.000","LTL- 1way","2.6"
"3009485","ITS LOGISTICS, LLC","DAL","IND-PITD","23","881","1850.1","20240606 225100.000","20240607 215855.000","LTL- 1way","2.1"
"3009304","ITS LOGISTICS, LLC","SFO","DAL","23","1692","3587.04","20240606 141907.000","20240607 123059.000","LTL- 1way","2.12"
"3009224","ITS LOGISTICS, LLC","SFO","ATM","23","2438","5290.46","20240606 224000.000","20240609 193755.000","LTL- 1way","2.17"
"3009186","ITS LOGISTICS, LLC","HTX","IND-PITD","23","978","2053.8","20240606 160016.000","20240607 133614.000","LTL- 1way","2.1"
"3009106","ITS LOGISTICS, LLC","SFO","DAL","23","1692","3587.04","20240605 230000.000","20240607 125859.000","LTL- 1way","2.12"
"3009035","ITS LOGISTICS, LLC","EWR","DAL","23","1525","2745","20240605 000500.000","20240606 055143.000","LTL- 1way","1.8"
"3009026","ITS LOGISTICS, LLC","HTX","IND-PITD","23","1134","2381.4","20240604 221300.000","20240605 032904.000","LTL- 1way","2.1"
"3008990","ITS LOGISTICS, LLC","DAL","IND-PITD","23","881","1850.1","20240604 233900.000","20240605 182209.000","LTL- 1way","2.1"
"3008940","ITS LOGISTICS, LLC","CLE-PITD","ONT","23","2290","4305.2","20240605 104500.000","20240607 021040.000","LTL- 1way","1.88"
"3008871","ITS LOGISTICS, LLC","LAX","MDW-CXIT","23","2003","4326.48","20240604 235341.000","20240606 184006.000","LTL- 1way","2.16"
"3008850","ITS LOGISTICS, LLC","SFO","DAL","23","1692","3587.04","20240604 233000.000","20240606 151115.000","LTL- 1way","2.12"
"3008600","ITS LOGISTICS, LLC","DAL","IND-PITD","22","881","1850.1","20240601 143800.000","20240602 143029.000","LTL- 1way","2.1"
"3008590","ITS LOGISTICS, LLC","CLE-PITD","ONT","22","2290","4305.2","20240601 104500.000","20240603 081909.000","LTL- 1way","1.88"
"3008537","ITS LOGISTICS, LLC","HTX","IND-PITD","22","978","2053.8","20240601 000452.000","20240601 205412.000","LTL- 1way","2.1"
"3008516","ITS LOGISTICS, LLC","DAL","MIS","22","1304","3390.4","20240601 184038.000","20240603 005024.000","LTL- 1way","2.6"
"3010001","ITF LLC","DAL","EWR","24","1525","3629.5","20240611 225600.000","20240613 052514.000","LTL- 1way","2.38"
"3009853","ITF LLC","LRD","IND-PITD","24","1266","2468.7","20240611 203800.000","20240612 223148.000","LTL- 1way","1.95"
"3009846","ITF LLC","IND-PITD","LRD","24","1266","2785.2","20240612 101000.000","20240613 075708.000","LTL- 1way","2.2"
"3009845","ITF LLC","IND-PITD","DAL","24","881","1938.2","20240612 110500.000","20240613 024037.000","LTL- 1way","2.2"
"3009844","ITF LLC","MIS","EWR","24","1242","2608.2","20240611 003600.000","20240612 125257.000","LTL- 1way","2.1"
"3009764","ITF LLC","EWR","HTX","24","1573","3806.66","20240611 015800.000","20240612 064343.000","LTL- 1way","2.42"
"3009645","ITF LLC","HTX","EWR","23","1573","3743.74","20240608 001000.000","20240609 160451.000","LTL- 1way","2.38"
"3009644","ITF LLC","DAL","MIS","23","1304","3103.52","20240608 172100.000","20240610 000301.000","LTL- 1way","2.38"
